annotation_id,annotator,created_at,id,image,lead_time,updated_at,image_path,zone_label_path,spot_label_path,seg_exists,augmentation
121,1,2025-03-25T00:30:20.525429Z,268,/data/upload/5/91132aee-232dc486-55c6-406c-ad62-a3e4ef222df4.webp,114.461,2025-03-25T00:32:05.043265Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\232dc486-55c6-406c-ad62-a3e4ef222df4.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-268-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-268-combined-spot.npy,True,False
122,1,2025-03-25T00:32:18.236580Z,269,/data/upload/5/75e0ff4d-0313f01a-68bb-4e29-9d88-4421ac955e5c.webp,109.263,2025-03-25T00:33:58.711903Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\0313f01a-68bb-4e29-9d88-4421ac955e5c.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-269-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-269-combined-spot.npy,True,False
123,1,2025-03-25T00:34:12.645656Z,270,/data/upload/5/62fbdf5d-477a55f8-00f7-40ef-b48a-0ab2de7b399f.webp,114.114,2025-03-25T00:35:56.545332Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\477a55f8-00f7-40ef-b48a-0ab2de7b399f.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-270-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-270-combined-spot.npy,True,False
124,1,2025-03-25T00:36:30.740444Z,271,/data/upload/5/62392243-541c1446-84c7-434d-aace-ee37c307f541.webp,106.38,2025-03-25T00:37:46.001622Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\541c1446-84c7-434d-aace-ee37c307f541.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-271-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-271-combined-spot.npy,True,False
125,1,2025-03-25T00:37:56.310917Z,272,/data/upload/5/35270146-578e3be1-1a11-49cb-9f07-c706780d2616.webp,120.429,2025-03-25T00:39:50.370685Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\578e3be1-1a11-49cb-9f07-c706780d2616.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-272-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-272-combined-spot.npy,True,False
126,1,2025-03-25T00:40:03.007656Z,273,/data/upload/5/379d05bf-584ac5fe-e56b-4c33-b6aa-4d24ef072d57.webp,944.85,2025-03-25T00:55:39.898954Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\584ac5fe-e56b-4c33-b6aa-4d24ef072d57.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-273-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-273-combined-spot.npy,True,False
127,1,2025-03-25T00:55:55.294144Z,274,/data/upload/5/3b67870e-707f2505-fb86-485f-9d49-5d88dc9a0532.webp,128.68,2025-03-25T00:57:52.317047Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\707f2505-fb86-485f-9d49-5d88dc9a0532.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-274-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-274-combined-spot.npy,True,False
128,1,2025-03-25T00:58:23.488641Z,275,/data/upload/5/1abaea65-742a6ef5-2b38-4d32-9f72-6e5cda3647e5.webp,131.109,2025-03-25T01:00:13.577363Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\742a6ef5-2b38-4d32-9f72-6e5cda3647e5.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-275-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-275-combined-spot.npy,True,False
129,1,2025-03-25T01:00:26.054980Z,276,/data/upload/5/7e858e80-742e2c53-5cf8-4fc6-b7de-ffbaf129c306.webp,115.421,2025-03-25T01:02:15.206845Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\742e2c53-5cf8-4fc6-b7de-ffbaf129c306.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-276-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-276-combined-spot.npy,True,False
130,1,2025-03-25T01:02:27.847262Z,277,/data/upload/5/4bb11bed-749eb145-3280-4c09-ae4e-cce711552f2e.webp,109.241,2025-03-25T01:04:08.523110Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\749eb145-3280-4c09-ae4e-cce711552f2e.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-277-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-277-combined-spot.npy,True,False
131,1,2025-03-25T01:04:31.509979Z,278,/data/upload/5/62e41bde-780aa922-a768-4a95-b394-5edd9e8e3c11.webp,110.992,2025-03-25T01:06:04.116471Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\780aa922-a768-4a95-b394-5edd9e8e3c11.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-278-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-278-combined-spot.npy,True,False
132,1,2025-03-25T01:06:15.062327Z,279,/data/upload/5/f99d0956-801a4a3a-108c-4a30-93fe-361501e1e29d.webp,96.971,2025-03-25T01:07:45.301929Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\801a4a3a-108c-4a30-93fe-361501e1e29d.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-279-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-279-combined-spot.npy,True,False
133,1,2025-03-25T01:07:56.414785Z,280,/data/upload/5/b8db5fe2-803b7192-2188-4984-a80f-f13b8f4df60e.webp,116.266,2025-03-25T01:09:46.574817Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\803b7192-2188-4984-a80f-f13b8f4df60e.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-280-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-280-combined-spot.npy,True,False
134,1,2025-03-25T01:10:07.166651Z,281,/data/upload/5/51aed283-870b5a8e-0b43-47c1-bd7b-e07fb1303fa1.webp,123.987,2025-03-25T01:11:55.035569Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\870b5a8e-0b43-47c1-bd7b-e07fb1303fa1.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-281-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-281-combined-spot.npy,True,False
135,1,2025-03-25T01:12:12.789037Z,282,/data/upload/5/d8219621-907b01fb-6f91-4365-aae8-6fcab9a027d6.webp,106.221,2025-03-25T01:13:45.431014Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\907b01fb-6f91-4365-aae8-6fcab9a027d6.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-282-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-282-combined-spot.npy,True,False
136,1,2025-03-25T01:13:57.926810Z,283,/data/upload/5/63bdad67-01051aa2-0e65-4c57-856d-6ff8aaaabb33.webp,108.608,2025-03-25T01:15:38.541091Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\01051aa2-0e65-4c57-856d-6ff8aaaabb33.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-283-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-283-combined-spot.npy,True,False
137,1,2025-03-25T01:15:46.870201Z,284,/data/upload/5/2f29c327-1766eb24-0036-4c02-9311-55151d5473a4.webp,113.827,2025-03-25T01:17:36.346286Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\1766eb24-0036-4c02-9311-55151d5473a4.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-284-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-284-combined-spot.npy,True,False
138,1,2025-03-25T01:17:55.011056Z,285,/data/upload/5/a45a9bd2-1792c464-0ef0-49d0-9016-60830b6471fa.webp,131.754,2025-03-25T01:19:53.060141Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\1792c464-0ef0-49d0-9016-60830b6471fa.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-285-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-285-combined-spot.npy,True,False
139,1,2025-03-25T01:20:03.882083Z,286,/data/upload/5/db1e8552-2043aad1-5147-4312-8fa1-d3bf4bf69075.webp,106.896,2025-03-25T01:21:43.888960Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\2043aad1-5147-4312-8fa1-d3bf4bf69075.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-286-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-286-combined-spot.npy,True,False
140,1,2025-03-25T01:21:53.819730Z,288,/data/upload/5/e149e470-2654da58-f454-497c-8839-c5e5e50e3b86.webp,93.91,2025-03-25T01:23:23.387096Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\2654da58-f454-497c-8839-c5e5e50e3b86.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-288-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-288-combined-spot.npy,True,False
141,1,2025-03-25T01:23:47.208377Z,289,/data/upload/5/ddc7f375-2892ccbb-0644-4ef1-bfd4-50415afd2a4b.webp,145.6,2025-03-25T01:25:52.826640Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\2892ccbb-0644-4ef1-bfd4-50415afd2a4b.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-289-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-289-combined-spot.npy,True,False
142,1,2025-03-25T01:26:10.405473Z,290,/data/upload/5/8f458c96-3289ca01-a282-4ed2-8515-d66c5e2ac717.webp,112.607,2025-03-25T01:27:50.317736Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\3289ca01-a282-4ed2-8515-d66c5e2ac717.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-290-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-290-combined-spot.npy,True,False
143,1,2025-03-25T01:28:12.780429Z,291,/data/upload/5/1450b6e2-4189faa0-1e45-444f-a6bc-3d3b473e0180.webp,112.84300000000002,2025-03-25T01:29:47.752166Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\4189faa0-1e45-444f-a6bc-3d3b473e0180.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-291-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-291-combined-spot.npy,True,False
144,1,2025-03-25T01:29:58.958561Z,292,/data/upload/5/bae7279c-4878a0b2-5d8c-40bd-bb93-c4dce856f18c.webp,115.762,2025-03-25T01:31:50.996288Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\4878a0b2-5d8c-40bd-bb93-c4dce856f18c.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-292-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-292-combined-spot.npy,True,False
145,1,2025-03-25T01:32:07.880500Z,293,/data/upload/5/4e1a5e91-6676cf8b-1d82-4d33-93a3-49eaf6493d7d.webp,114.05100000000002,2025-03-25T01:33:49.461109Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\6676cf8b-1d82-4d33-93a3-49eaf6493d7d.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-293-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-293-combined-spot.npy,True,False
146,1,2025-03-25T01:34:04.315074Z,294,/data/upload/5/3b55ce03-6886d47c-5264-4731-8115-3646ba3e5984.webp,105.175,2025-03-25T01:35:39.470958Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\6886d47c-5264-4731-8115-3646ba3e5984.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-294-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-294-combined-spot.npy,True,False
147,1,2025-03-25T01:36:00.193940Z,296,/data/upload/5/e0aaefcd-8567efcc-c61a-4d56-bfbd-b9bf3f440c43.webp,111.716,2025-03-25T01:37:36.086303Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\8567efcc-c61a-4d56-bfbd-b9bf3f440c43.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-296-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-296-combined-spot.npy,True,False
148,1,2025-03-25T01:37:59.771315Z,297,/data/upload/5/34f04ce7-10137aed-906a-40a1-8d16-6f04b2b241c3.webp,113.076,2025-03-25T01:39:33.598753Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\10137aed-906a-40a1-8d16-6f04b2b241c3.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-297-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-297-combined-spot.npy,True,False
149,1,2025-03-25T01:40:05.230758Z,298,/data/upload/5/56e306b5-15506fb3-0d92-4064-9e00-74e32b130599.webp,113.54,2025-03-25T01:41:31.885699Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\15506fb3-0d92-4064-9e00-74e32b130599.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-298-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-298-combined-spot.npy,True,False
150,1,2025-03-25T01:41:44.196469Z,299,/data/upload/5/e9d1901d-16595e83-6b30-4316-92e7-64109a441f96.webp,79.922,2025-03-25T01:42:55.458487Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\16595e83-6b30-4316-92e7-64109a441f96.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/zone/id-299-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels/spot/id-299-combined-spot.npy,True,False
4,1,2025-03-05T11:07:52.910376Z,6,/data/upload/2/552d11bb-09470488-74c0-48ad-813a-f0de97299f6a.webp,813.579,2025-03-05T13:17:32.847130Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_09470488-74c0-48ad-813a-f0de97299f6a.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-6-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-6-combined-spot.npy,True,True
4,1,2025-03-05T11:07:52.910376Z,6,/data/upload/2/552d11bb-09470488-74c0-48ad-813a-f0de97299f6a.webp,813.579,2025-03-05T13:17:32.847130Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_09470488-74c0-48ad-813a-f0de97299f6a.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-6-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-6-combined-spot.npy,True,True
5,1,2025-03-05T11:24:35.869686Z,7,/data/upload/2/0d6f04cb-196639b8-9017-4fc7-b93c-a7dfbe29bcbe.webp,1045.834,2025-03-05T13:25:50.058062Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_196639b8-9017-4fc7-b93c-a7dfbe29bcbe.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-7-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-7-combined-spot.npy,True,True
5,1,2025-03-05T11:24:35.869686Z,7,/data/upload/2/0d6f04cb-196639b8-9017-4fc7-b93c-a7dfbe29bcbe.webp,1045.834,2025-03-05T13:25:50.058062Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_196639b8-9017-4fc7-b93c-a7dfbe29bcbe.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-7-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-7-combined-spot.npy,True,True
6,1,2025-03-05T11:30:20.124776Z,8,/data/upload/2/4bd934c6-916478a7-c789-459a-af05-f4f570c4e24c.webp,567.9150000000001,2025-03-05T13:27:56.645630Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_916478a7-c789-459a-af05-f4f570c4e24c.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-8-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-8-combined-spot.npy,True,True
6,1,2025-03-05T11:30:20.124776Z,8,/data/upload/2/4bd934c6-916478a7-c789-459a-af05-f4f570c4e24c.webp,567.9150000000001,2025-03-05T13:27:56.645630Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_916478a7-c789-459a-af05-f4f570c4e24c.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-8-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-8-combined-spot.npy,True,True
7,1,2025-03-05T11:37:28.343846Z,9,/data/upload/2/b1e5af41-93076a33-86ef-431b-be15-1744398a0da5.webp,1063.529,2025-03-05T13:33:25.172160Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_93076a33-86ef-431b-be15-1744398a0da5.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-9-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-9-combined-spot.npy,True,True
7,1,2025-03-05T11:37:28.343846Z,9,/data/upload/2/b1e5af41-93076a33-86ef-431b-be15-1744398a0da5.webp,1063.529,2025-03-05T13:33:25.172160Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_93076a33-86ef-431b-be15-1744398a0da5.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-9-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-9-combined-spot.npy,True,True
8,1,2025-03-05T11:50:18.892338Z,10,/data/upload/2/f89f2e01-93311fe8-9c6a-4bc7-a8c2-5090144705ab.webp,623.259,2025-03-05T13:37:40.651250Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_93311fe8-9c6a-4bc7-a8c2-5090144705ab.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-10-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-10-combined-spot.npy,True,True
8,1,2025-03-05T11:50:18.892338Z,10,/data/upload/2/f89f2e01-93311fe8-9c6a-4bc7-a8c2-5090144705ab.webp,623.259,2025-03-05T13:37:40.651250Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_93311fe8-9c6a-4bc7-a8c2-5090144705ab.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-10-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-10-combined-spot.npy,True,True
9,1,2025-03-05T11:59:03.273715Z,11,/data/upload/2/4e90656c-a0d946c1-10ae-48cc-bcd6-c4d620ec7fc3.webp,749.598,2025-03-05T13:43:15.757432Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_a0d946c1-10ae-48cc-bcd6-c4d620ec7fc3.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-11-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-11-combined-spot.npy,True,True
9,1,2025-03-05T11:59:03.273715Z,11,/data/upload/2/4e90656c-a0d946c1-10ae-48cc-bcd6-c4d620ec7fc3.webp,749.598,2025-03-05T13:43:15.757432Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_a0d946c1-10ae-48cc-bcd6-c4d620ec7fc3.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-11-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-11-combined-spot.npy,True,True
10,1,2025-03-05T12:15:13.471095Z,12,/data/upload/2/c46d2e79-a1299e6d-0163-479d-85f5-99cc60c7cf6a.webp,1221.467,2025-03-05T13:46:46.336899Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_a1299e6d-0163-479d-85f5-99cc60c7cf6a.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-12-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-12-combined-spot.npy,True,True
10,1,2025-03-05T12:15:13.471095Z,12,/data/upload/2/c46d2e79-a1299e6d-0163-479d-85f5-99cc60c7cf6a.webp,1221.467,2025-03-05T13:46:46.336899Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_a1299e6d-0163-479d-85f5-99cc60c7cf6a.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-12-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-12-combined-spot.npy,True,True
11,1,2025-03-05T12:23:11.121229Z,13,/data/upload/2/3d5b35b1-a1b04185-fc1f-40e5-8549-9fa561015433.webp,2597.185,2025-03-05T14:19:39.918363Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_a1b04185-fc1f-40e5-8549-9fa561015433.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-13-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-13-combined-spot.npy,True,True
11,1,2025-03-05T12:23:11.121229Z,13,/data/upload/2/3d5b35b1-a1b04185-fc1f-40e5-8549-9fa561015433.webp,2597.185,2025-03-05T14:19:39.918363Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_a1b04185-fc1f-40e5-8549-9fa561015433.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-13-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-13-combined-spot.npy,True,True
12,1,2025-03-05T12:38:56.089862Z,14,/data/upload/2/a95e5765-a2d3bb6d-0415-4e55-a176-b4cd6c84b998.webp,760.0939999999999,2025-03-05T14:24:15.010277Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_a2d3bb6d-0415-4e55-a176-b4cd6c84b998.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-14-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-14-combined-spot.npy,True,True
12,1,2025-03-05T12:38:56.089862Z,14,/data/upload/2/a95e5765-a2d3bb6d-0415-4e55-a176-b4cd6c84b998.webp,760.0939999999999,2025-03-05T14:24:15.010277Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_a2d3bb6d-0415-4e55-a176-b4cd6c84b998.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-14-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-14-combined-spot.npy,True,True
13,1,2025-03-05T12:48:40.366459Z,15,/data/upload/2/c99b77f7-a49f2368-c2a7-43a3-b14b-e2d51a45b843.webp,905.649,2025-03-05T14:29:13.135154Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_a49f2368-c2a7-43a3-b14b-e2d51a45b843.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-15-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-15-combined-spot.npy,True,True
13,1,2025-03-05T12:48:40.366459Z,15,/data/upload/2/c99b77f7-a49f2368-c2a7-43a3-b14b-e2d51a45b843.webp,905.649,2025-03-05T14:29:13.135154Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_a49f2368-c2a7-43a3-b14b-e2d51a45b843.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-15-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-15-combined-spot.npy,True,True
